,refexp
1398,pilier supérieur sur le côté droit
1399,lampe du milieu suspendue à l'envers
1400,tout en haut du bord du plafond
1401,le pilier d'angle inférieur
1402,image de la fenêtre de gauche sur le mur
1403,le ciment inférieur des piliers
1404,étage inférieur du pilier d'angle
1405,Haut
1407,milieu/haut de la boîte à images
1408,bord du deuxième étage bas de la clôture
1409,portail
1410,poteau central haut
1411,plantes vertes le long de la véranda au milieu à droite
1412,plante suspendue à gauche
1415,sommet de la montagne
1416,eau à droite
1417,ciel en haut à droite
1418,eau côté gauche
1421,gens
1422,eau à droite
1423,toute zone à l'extérieur
1424,lampe sur le mur le plus proche de nous
1425,lit
1427,coin supérieur gauche
1428,mur d'images côté gauche
1430,en haut à gauche
1431,juste le mur avec la photo
1433,lumière en cage ou autre à droite
1434,saleté en bas à droite
1435,homme au fond
1436,sable au milieu
1437,arbuste en haut à gauche
1438,l'eau
1439,droite
1440,bateau à droite
1441,tout oiseau à gauche
1442,arbres en arrière-plan
1443,ciel
1444,les oiseaux de gauche sont le mot
1445,sable
1446,planche de neige verte la dame du milieu tient
1447,tableau bleu au milieu
1448,planche flottante verte
1450,gens
1451,planche verte au centre
1452,planche à roulettes à gauche
1455,ciel
1457,lit
1458,bureau
1459,lampe
1460,mur
1461,mur
1462,la table de nuit
1463,lampe
1464,le lit
1465,dernier gars à droite
1466,personne à droite
1467,l'homme le plus à gauche
1468,chute d'eau coin droit
1469,homme deuxième en partant de la droite
1470,homme deuxième en partant de la gauche
1471,vert en haut à gauche
1472,personne à droite
1473,l'eau
1474,haie
1475,zone de roche noire dans la neige
1476,chose sur la tête
1478,centrer la glace à l'horizon
1479,Le ciel
1480,toute zone de neige
1481,personne
1482,côté gauche du monticule à l'arrière tache noire
1486,bande de centre blanc le plus proche du ciel
1488,rue
1490,ciel
1491,l'homme debout devant
1492,nuage noir très haut
1493,gars à gauche son sac à dos
1495,bâtiment à droite
1496,bâtiment à gauche
1497,personne à droite
1498,chapeau de mec à gauche
1499,verdure
1500,t-shirt rouge
1501,mec en gilet rouge
1502,boue au fond
1503,homme en rouge
1505,homme avec une feuille sur le dos
1506,partie rouge de la chemise
1507,personne d'extrême droite avec chemise pêche
1508,en haut à gauche
1509,personne
1510,tête de fille
1511,page de livre
1512,serviette blanche près de la main du gars se mélange avec la table
1513,chapeau blanc à gauche
1514,chapeau gauche
1515,chapeau orange
1516,la dame au chapeau drôle
1517,dame avec des vêtements des couleur vifs
1518,visage
1519,main sur le côté gauche
1520,chapeau de femme
1521,chapeau à gauche
1522,coin en bas à gauche de la main
1523,chapeau blanc sur le côté gauche de l'homme
1524,chapeau marron clair sur l'homme penché
1525,voiture
1526,bâtiment arrière gauche
1527,route
1528,ciel
1530,trottoir à droite
1531,bâtiment de droite près de la voiture
1532,bâtiment à droite en arrière-plan (gris)
1534,le bâtiment beige à l'avant droit
1536,bâtiment à gauche très au bout du bout
1537,route
1538,zone vert foncé
1539,filles du côté droit
1540,n'importe où sur la montagne couverte d'arbres sur le côté gauche
1541,ciel
1543,rocher en bas à droite
1545,personne en bas à droite
1546,cascade
1547,des arbres
1548,cascade
1549,femme
1550,chapeau sur femme
1551,sac à dos bleu
1552,homme en arrière-plan
1554,ciel
1555,il y avait 3 mecs bizarres avec leurs bras levés ! hehe sable
1556,couverture droite
1559,bâtiments à gauche
1561,ciel sans nuages
1562,terrain devant
1563,des nuages
1564,arbre de gauche
1565,personne sur rt proche de nous
1566,imeuble
1567,arbre de droite
1568,personne en bas à droite
1569,toit à l'extrême droite
1570,fenêtre de droite
1571,ciel à droite
1572,panneau
1573,les gens assis en bas
1574,les gens de gauche
1575,le fond des rochers
1576,fenêtre à l'extrême gauche
1577,toit côté gauche de la photo
1578,Haut
1579,arbre de gauche
1580,en bas à gauche
1581,poteau de lampe plus proche gauche
1583,ciel en haut à gauche
1584,rt lumière
1585,roues de vélo à droite
1586,route
1587,bord de route en bas à droite
1588,arbres supérieurs
1589,personne devant
1590,homme droit
1591,buissons en bas à gauche
1592,vélo de cavalier à gauche
1593,fenêtre marron une chose en haut à droite
1594,le luminaire suspendu au plafond
1595,milieu vert
1596,la gauche
1598,plafonnier
1599,porte bleue
1601,le deuxième pilier le plus proche de la gauche
1602,le mur à droite
1603,herbe verte en bas à gauche
1604,homme gauche aux escaliers de l'avion
1605,piste
1606,trottoir en bas
1607,ciel
1609,montagne à l'extrême droite
1610,personne ou statue à l'extrême gauche au centre
1612,l'homme le plus proche de l'herbe à gauche
1613,herbe à droite
1614,personne à droite
1615,avion
1616,fenêtre de gauche
1617,coin inférieur gauche
1618,fille
1619,fenêtre en haut à droite
1620,fille
1621,fenêtre de droite
1622,fenêtre de droite
1623,fenêtre de droite
1624,mur bleu
1626,fille
1627,fenêtre de droite
1629,beaucoup de coins lol coin en bas à gauche
1630,trottoir côté gauche
1631,fenêtre de droite
1632,ciel
1633,mur de falaise
1634,saleté
1635,colline rouge à gauche
1636,n'importe qui
1637,blanc sur le dessus
1638,le bâtiment
1639,fruit le plus haut
1640,fruit en bas à gauche
1641,le fruit vert clair non mûr qui est gros et au centre
1642,fruit en bas à droite désolé les photos n'ont pas été chargées
1643,fruit pâle
1644,fruit jaune en bas
1645,fruit jaune en bas
1646,le fruit en deuxième position
1647,fruit le plus pâle
1648,fruit jaune en bas
1649,fruit en bas au milieu gauche (blanchâtre)
1650,meilleurs fruits
1651,fruit jaune en bas
1652,fruit jaune supérieur
1654,tronc d'arbre
1655,partout
1656,fruit jaune sur le dessus
1657,cacao supérieur
1659,grande feuille en bas à gauche
1660,gazon
1661,la gauche
1662,groupe d'enfants
1663,buissons au milieu très à droite
1664,bâtiment à gauche
1665,côté droit
1666,buissons coin supérieur droit
1669,arbre près du milieu
1670,mur de briques
1671,arbre en haut à gauche
1672,colline en haut à gauche
1675,Balle
1676,bâtiment à l'arrière sur le côté droit
1677,visage
1678,les fenêtres
1679,statue d'homme avec tasse de thé
1681,personne
1682,en bas à gauche
1683,plancher de bois à l'extérieur
1684,le cadre de la porte
1685,ciel à la porte
1686,table sur laquelle se trouve l'état
1687,milieu de la chaise
1690,dôme du bâtiment
1691,la tour du palais
1692,le coin supérieur droit
1693,statue
1694,les arbres en haut à droite
1695,arbre en haut à droite
1696,ciel en haut à gauche
1697,ciel
1698,feuilles en haut à droite
1699,arbre de droite
1700,arbre à droite
1701,arbres à gauche
1702,l'eau
1704,couple
1705,ciel
1706,végétation sur rocher à gauche
1707,partie des roches la plus proche de l'eau
1708,sol en bois
1709,couverture
1711,la plante à droite
1712,groupe de personnes
1713,chaise gauche contre côté
1715,mur
1716,marches
1717,ciel stupide
1718,boîte
1719,actions
1720,l'un des signes
1721,planche de bord entière
1722,chose entière
1723,cliquez sur n'importe quelle lettre rouge
1724,blanc dans le ciel en haut à gauche
1725,le coin supérieur droit
1726,visage
1727,garçon
1728,pillard blanc sur le bord droit
1729,Le coin inférieur droit
1730,gens
1732,laisse en haut à droite
1733,toit au-dessus des gens
1735,briques rouges à droite
1736,ciel
1737,h signe des chats
1738,ciel rt
1739,bâtiment n'importe où
1740,porte en bas à gauche
1741,porte marron à droite
1742,bas de porte à 2 panneaux
1743,couvre-fenêtre marron en bas à droite
1744,portes à droite
1745,volets en bois de fenêtre en bas à droite
1746,ciel en haut à gauche
1747,fenêtre au deuxième étage loin rt
1748,fenêtre au milieu
1749,fenêtres à gauche
1750,arbre au-dessus de taxi
1751,voiture en bas à gauche
1753,plus grand arbre à droite
1756,première palmier pleine à gauche
1757,palmier
1758,ciel
1759,la camionnette au milieu
1760,deuxième palmier en partant de la droite
1762,lumière droite
1764,gazon
1765,en haut à droite
1766,lumière
1769,femme
1770,chaise sur laquelle elle est allongée
1771,cliquez sur ce visage pâle retarde
1772,main
1774,serpent
1775,visage de garçon avec serpent
1776,drapeau
1777,pilier blanc au centre
1778,imeuble
1779,imeuble
1780,imeuble
1781,imeuble
1782,imeuble
1783,trottoir
1784,imeuble
1785,ciel
1786,tout en bas à gauche
1787,la petite personne en bas à gauche
1789,gratte-ciel
1791,ciel
1792,herbe devant à droite
1793,herbe par lampadaire
1794,herbe côté droit
1795,herbe au milieu à droite
1797,herbe devant
1798,l'eau
1800,herbe au bas de la photo
1802,imeuble
1804,des nuages
1805,n'importe quel drapeau sauf le premier
1806,le premier drapeau au milieu
1807,ciel
1809,n'importe quel visage
1810,des arbres
1811,groupe
1812,groupe de personnes
1814,sur quoi les gens se tiennent
1815,gens
1816,gens
1817,tout le groupe de personnes
1819,ciel
1820,ciel
1822,mer
1823,Le ciel
1824,montagne
1825,Le ciel
1826,trottoir
1827,immeuble à droite
1828,choisissez un abruti n'importe quel abruti
1829,mec à l'extrême droite
1830,zone gris bleu en bas à gauche
1831,manteau rouge
1832,chemise noire au milieu
1833,centre de lumière jaune
1834,ciel
1835,la lumière à gauche très vive
1836,paroi rocheuse
1837,Roche
1838,personne
1839,phoque n'importe où
1840,en bas à droite
1841,l'un des phoques
1842,vélo à droite
1843,pneu de vélo gauche
1844,vélo droit
1845,vélo droit
1846,rouge
1847,vélo à droite
1848,vélo gauche
1849,ciel
1850,voiture
1851,route avec les vélos
1852,colline entière en arrière-plan
1853,vélo à gauche
1854,vélo droit
1855,vélo à droite
1856,homme en bleu
1857,vélo gauche
1858,les gars à vélo
1859,vélo à gauche
1860,vélo gauche
1861,personne
1862,ciel marron à droite
1863,Ouais
1864,petit éclat de ciel blanc au milieu
1865,patch bleu ciel clair en haut à gauche
1866,le coin supérieur droit
1868,la table pleine de ce passe-temps triste de femme
1869,paire de cadres photo
1870,2 petites photos dans des cadres à gauche du table blanc
1872,photo sur le mur petit cadre
1873,dame et garçon
1874,photo sur le mur de gauche
1876,plante côté gauche
1877,table
1878,vitre de fenêtre
1880,visage de garçon
1882,coin inférieur gauche
1883,canapé
1885,tout en haut à droite
1886,Dame
1887,tissu plié quelconque
1888,les gens au milieu
1889,visage d'extrême droite
1890,plafond
1891,lumière devant au plafond
1892,mec à droite
1893,les deux personnes debout ensemble
1894,les gens au coffre
1895,bicyclette
1896,bicyclette
1897,homme à droite
1898,gars sur la droite atteignant
1899,homme droit
1900,visage mec inred
1901,homme à droite
1902,mec à droite
1903,fruit
1904,homme droit
1905,main tenant seulement la caméra
1906,appareil photo mecs
1907,arbre en haut à gauche
1908,mec en rouge
1909,désolé en bas à droite
1910,le hamac
1911,vert en arrière-plan au milieu
1912,homme
1913,table à gauche
1914,la lumière du soleil sur la gauche
1915,le coin inférieur gauche
1916,chaises au milieu
1919,train
1920,en bas à droite
1921,montagne en haut à droite
1922,arbre à gauche
1923,personnes à gauche
1926,ciel
1929,queue de cheval brun sur piste
1930,personne à cheval à gauche
1931,chemin de terre
1932,chemise bleue la plus proche de chez vous
1933,cheval à gauche
1934,crosse de cheval à droite
1935,gazon
1936,cascade
1938,fille à droite
1939,fille du milieu
1940,visage au milieu
1941,enfant à gauche
1942,visage droit de l'enfant
1943,fille milieu
1944,visage au milieu
1945,visage des filles du milieu
1946,visage de l'enfant du milieu
1947,milieu
1948,2 enfants à droite
1949,visage gauche
1951,bouteille d'eau milieu de table
1952,serviette au coude de la première femme à gauche en pull marron et feu
1953,bouteilles rouges en haut du milieu
1957,bouteille
1958,les gens à droite
1959,à partir du bas deuxième bouteille sur la photo
1963,le verre qui ressemble à de la mousse au centre de la table
1964,fleurs sur table
1966,tasse blanche
1967,bouteille en bas avant de l'image
1968,bouteille la plus proche à gauche
1969,table
1970,haut au milieu
1972,lampe en haut à droite
1974,le signe qui dit sidra ou quelque chose
1976,signe en haut à droite
1977,arbres en arrière-plan
1978,chaise la plus à gauche
1979,parapluie bleu en couple dansant
1980,panneau à droite
1981,chaise la plus à gauche
1982,barbarie
1983,table avec nappe rose côté droit
1985,personne en chemise verte
1987,chaise gauche avec tissu rose
1988,panneau rouge où il est écrit restaurant
1989,deuxième chaise en partant de la gauche
1991,centre en bas de la chaise
1992,rose à droite
1993,chaise d'extrême gauche à l'arrière
1994,le bâtiment
1998,couple de danseurs
1999,parapluie bleu le plus à gauche
2001,sorti un peu
2002,pot de fleur dans le bach
2003,Danse
2004,la chaise tout en bas à droite
2005,un vide
2006,signe tannais dit sidra en haut à droite
2007,signe en haut à droite
2008,coin inférieur gauche
2009,le signe en haut à droite
2010,partie rose de la fleur
2011,fenêtre gauche
2012,lit
2013,téléphone sur table
2014,mur à gauche
2015,rideau le plus à droite
2016,trottoir jaune
2017,Le coin inférieur droit
2018,balcon vert
2019,en bas à gauche
2020,le coin inférieur droit
2021,ciel
2022,totem droit
2023,désolé eh à droite statue à gauche
2024,homme de pierre au milieu
2025,statue centrale
2026,centre troll
2027,statue du milieu
2028,le truc de roche gris foncé à propos des sculptures
2029,figure du milieu
2030,Je pense que ça se termine quand nous gâchons assez la statue à droite
