	refexp
1888	red carr
1889	brown-ish area in the middle-roof of homes
1891	street
1892	building at the top
1893	girl in blue
1894	kid in red
1895	man in green jacket
1896	train
1897	black sky
1898	ground
1899	bottle standing up by foot on the right
1900	left water bottle
1901	air top right
1902	pan on ground
1904	ppl
1905	bottom right corner
1906	hill
1907	ladder
1908	blanket beneath women
1909	left sheets
1910	person at bottom
1911	left water
1912	lol no worries mountain
1913	sky
1914	man climbing ladder
1915	person on top of the straw animal
1916	second child on right
1917	kid on far right in pink
1918	desk bottom left
1919	far right person with green hat
1920	2nd child from the right in dark shirt with hand up
1921	child back right munching on fruit
1922	kid in first row blue shirt second from right
1923	most left people
1924	bricks
1925	window at top right
1926	window on left
1927	kid in blue and yellow jacket
1928	guy in red pants
1929	kids on left
1930	boy with red pants face
1931	boy in middle green hat
1932	animal coming out of water
1933	water
1934	water
1935	water
1936	water
1937	sky
1938	water 
1939	whale
1940	tree
1941	2nd window up on left
1942	upper far left window
1943	top window on the left
1945	top window on left
1946	window bottom row middle
1947	door bottom left
1949	stone by gate
1950	bottom windows center
1951	top left window
1952	left
1953	grass
1954	right area on the building after the tree
1955	middle row window left
1956	window middle row on right
1957	top left window
1958	top right window
1959	wood around mirror
1960	desk right
1961	right
1962	bed on bottom
1963	mirror
1964	stuff on top of closet
1965	wall on right
1966	mirror
1967	the old woman
1968	sky
1969	top bunk
1970	mattress on bottom
1974	red
1976	table
1980	left seal
1981	left seal
1982	left black seal
1983	the black seal standing kinda
1984	left seal
1985	lol seal on the left
1986	seal right
1987	black seal
1988	mountain bottom
1989	woman
1991	guy left hiding
1993	the flute the guy on the right is blowing
1994	floor
1995	cap 
1996	whatever guy in black is holding
1997	white cloth lower left
1998	two men
1999	back wall center of pic
2001	bag dude on right is carrying
2002	colorful wall on the right
2003	cloud
2004	blue stky on left
2005	bottom left
2006	woman
2007	water
2008	green stuff
2009	street
2010	red car on road
2011	far right tree
2012	sky
2013	building to the right
2014	sky
2016	the water
2017	sky
2018	water
2019	plant left
2021	window
2022	building
2023	window on right first floor
2024	window top right partial 
2025	top right window
2026	window on bottom farthest right
2028	window with many panes on top floor that juts out
2029	bottom right window
2033	sky
2034	bottom right building
2035	the beige building on top of the dark brown building on the bottom right
2036	building in the front
2037	dancers
2038	blonde bitches hair
2039	head of man at bottom of dress
2040	blue light on left
2041	top right blue light
2042	cello
2043	middle
2044	person in bottom left corner
2045	red backpack
2046	green junk that make oxygen
2047	any 1
2048	man on the left
2049	woman 2nd riight
2050	man on right
2051	boy in green hat in middle's hand on the right
2052	hat of girl in left
2053	blue hat man
2054	pink cap baby
2055	left standing person in hat
2056	top left edge 
2057	boy 2nd to the left with box
2058	patch of dirt upper right
2059	left corner hat kid
2060	top right
2061	bottom left hat
2063	hat on person in red bottom left corner
2065	wagon thinggy
2067	sky
2068	house left bottom
2069	bottom right grass
2071	shrubs
2072	building furthenst back left
2073	right builing
2074	middle long roof
2075	grass left upper part
2076	plaid shirt sleeve left
2077	top right
2078	black by arm
2079	small piece of shirt left
2080	round red thing
2081	bottom middle
2082	sleeve man left
2083	glass very bottom left
2084	plaid shirt sleeve
2085	glass 2nd from front
2086	the woman
2087	glass in very front
2088	guy left
2089	person out of the picture's sleeve
2090	blue sky
2091	top left cloud
2092	mountain right
2093	bottom green area
2095	mountains on left
2096	good
2097	grey steps
2098	the beam that goes across
2099	dirt
2100	far left anywhere
2101	right top corner
2102	the stairs leading up the center
2103	middle tree
2104	clouds
2108	hill right
2110	flowers 
2111	bldg
2113	blue part of the sky
2114	person in white
2115	grass strip at very bottom
2116	benches on the bottom right
2117	white building to the right side
2118	the ground
2121	second tree trunk from the right 
2122	walk way
2123	palm tree click very top middle
2125	sea
2126	planets right side bottomish
2127	tree trunk middle
2128	the full window on the very left bottom
2129	second window from left top
2130	bottom third door from right
2131	building
2132	window upper right
2133	central door
2134	second window on the top right
2135	2nd from left window 
2136	bottom door 3rd right
2137	middle top window
2138	door in the lower right corner
2139	3rd bottom window from the right
2140	third from right door on the bottom
2141	upper level 2nd set of doors from the right
2142	flag
2143	falg
2144	sky
2145	flag
2146	flag
2147	flag
2148	flag
2149	flag
2151	upper left
2152	bowl in middle bottom
2153	bowl bottom left
2154	man's shirt
2155	okay so blue spidersuit
2156	drain hole on left
2158	purple on person
2159	bottom right corner
2160	stove knobs
2162	meat
2164	blood pot on left
2165	hat
2166	blod pool middle
2169	ceiling
2170	just the guy
2171	the camera
2173	seats
2174	bottom left corner
2175	white woman's face near bottom right
2176	boat
2177	dirt
2178	water
2179	sky
2181	white snow
2182	good
2183	the ground
2186	couple
2187	sky
2188	mountain
2189	cloudy
2190	girl on left in sweater
2191	wall
2193	center group people holding sign
2195	left table thing wood thing
2196	brown animal in wrapping
2197	bottom left plushie
2198	potatoes
2200	boy 
2201	girlds desk
2202	wall
2203	bag
2204	girl
2205	bunny in plastic wrap
2206	right light
2207	bus
2208	building
2209	white area upper left corner
2210	round light left one
2211	blue sign
2212	top left corner
2213	camera
2214	person
2215	monkey  sorry but the area they circled was tiny tiny
2216	face
2217	leaves on right
2218	floor
2219	sky
2220	water
2221	the helmet of the guy on the left
2223	people
2224	mountain on left side
2225	sky top left
2228	person
2229	sign
2230	the bit of mountains in the back on the right
2231	mountain right
2236	left mountain
2241	red jacket
2243	the dirt ground in the bottom right corner
2244	1st woman left
2245	guy on right 
2246	the white-shirt twins
2247	bottom left
2248	white and grey
2249	curtains on top
2250	lamp
2251	furthermost bed
2252	left wall
2253	window
2254	bottom left corner
2255	bed closest to you
2256	lady's chair back
2257	woman
2259	man
2260	ash tray
2261	table on bottom
2262	paper they're looking
2263	blackness arbove man
2264	hanging pot
2265	open book bottom left
2266	rocks 
2267	top left corner
2270	building right
2271	those super creepy buildings on the left
2272	tower points on the right
2273	bettle car
2274	red shirt man
2277	mountains on the far left
2278	sky
2279	group of three bottom front middle
2281	road on right
2282	building middle
2283	row of second floor windows of building on far right
2284	row of cars nect to white building
2286	bottom framed picture right side
2287	picture over the right shoulder lower
2289	highest painting most right 
2290	picture in frame bottom right
2291	right picture bottom
2293	lowestringer
2294	bootom right photo
2295	picture right top
2296	top pic on far right wall
2297	wall
2298	background person sitting on the far left
2299	arrow pointing right
2300	people on right
2301	bottom right
2302	sky  
2303	ceiling
2304	bottom left
2305	people far left
2306	black car yellow tags
2307	silver car right
2308	road
2309	the skyyy
2310	the clouds
2311	hills
2312	left buildings
2313	bottom right brush
2314	sky
2315	ppl
2316	clumps of grass on the right side
2317	hills on right
2318	white sky
2320	the sand
2321	any of the people
2322	sky
2323	road
2325	sign
2326	biker butt
2327	mountains ahead of rider
2328	sky
2329	red clay on right
2331	green - only the top left corner of green
2332	the walkway around the green park before the tan buildings start
2334	road around the green center
2335	anywhere but square in middle sorry about last one
2336	fountain in center
2338	please click something
2339	houses
2340	sitting man
2341	red shirt guy
2342	hut
2343	guy in blue
2344	the 3rd green door to the right
2345	sky way up top on right corner
2346	red area left
2347	tree on left
2348	sign
2350	man sitting
2351	green door leftmost
2352	girl on top
2353	bottom left
2354	sky upper right
2355	person left
2356	sky
2357	women right
2358	barely missed itdat tree
2359	or road thing bottom left
2361	water
2362	top right tree
2363	rock right near water
2364	sand
2365	ater
2366	sky
2367	yellow rock left
2368	ground
2369	sky
2370	pavement
2372	sky
2373	yellow dude
2374	man blue checked shirt
2375	guy  closest looking at camera
2376	chair bottom guy facing away
2377	trees on right
2378	sky
2379	mountain area on bottom right
2380	sky
2382	wood part of bridge
2383	green part on left side of bridge
2384	green area on right
2385	mountains
2386	car
2387	sky
2388	girl
2389	face
2390	ceiling
2391	ground inside of rocks
2392	green shirt
2394	group in the very middle
2395	middle cactus
2396	cactus on left
2397	cacti in the middle
2398	a cacti
2399	tall cactus in the middle
2400	lower right ground
2401	left most  cactus
2402	left cactus
2403	cactus far left
2404	cactus left
2405	tall cactus in middle
2406	farthest left plant
2407	center front cactus
2408	center cactus
2410	leftmost person
2411	the brown ground far left corner
