	refexp
1900	face guy inred
1901	man on right
1902	dude on right
1903	fruit
1904	man right
1905	hand only holding camera
1906	dudes camera
1907	tree top left
1908	guy in red
1909	sorry bottom right
1910	the hammock 
1911	green in middle background
1912	man
1913	table left
1914	sunlight aread on left
1915	the lower left corner
1916	middle chairs
1919	train
1920	bottom right
1921	mountain near upper right
1922	tree on left
1923	people on left
1926	sky
1929	tail of brown horse on trail
1930	person on horse to the left
1931	 dirt path
1932	blue shirt nearest you
1933	horse left
1934	horse butt on right
1935	grass
1936	waterfall
1938	girl on the right
1939	middle girl
1940	middle face
1941	kid on left
1942	right childs face
1943	girl middle 
1944	middle face
1945	middle girls face
1946	face of middle child
1947	middle
1948	2 right children
1949	left face
1951	bottle watter mid table
1952	napkin at the elbow of 1st woman on left in brown & tan sweater
1953	red bottles at middle top
1957	bottle
1958	people on right
1959	starting from bottom 2nd bottle in picture
1963	the glass that looks like it has foam at center of table
1964	flowers on table
1966	white mug
1967	bottle in the front bottom of picture
1968	nearest bottle left
1969	table
1970	middle top
1972	lamp top right
1974	the sign that says sidra or something
1976	sign top right
1977	trees in the background
1978	left most chair
1979	blue umbrella by dancing couple 
1980	sign on right
1981	leftmost chair
1982	barbria
1983	table with pink tablecloth right side
1985	person in green shirt
1987	left chair w/ pink cloth
1988	red sign where it says restaurant
1989	second chair from left
1991	chair bottom center
1992	right pink 
1993	far left chair in back 
1994	the building
1998	dancing couple
1999	blue umbrella furthest left
2001	pulled out a bit
2002	flower pot in the bach
2003	dance
2004	the chair far bottom right
2005	empty one
2006	tannish sign says sidra top right
2007	top right sign
2008	bottom left corner
2009	the sign on the top right
2010	pink part of flower
2011	window left
2012	bed
2013	telephone on tabl
2014	wall on left
2015	rightmost curtain
2016	sidewalk yellow
2017	bottom right corner
2018	green balcony
2019	bottom left
2020	lower right corner
2021	sky
2022	right totem
2023	sorry oh well statue on left
2024	stone man in middle
2025	central statue
2026	center troll
2027	middle statue
2028	the dark gray rock thing about the sculptures 
2029	middle figure
2030	i think it ends when we mess up enough right statue
2031	statue on right
2032	grass
2033	statue on the far right
2035	middle statue
2036	two face left
2037	rightest statue
2039	water
2040	rocks people standing on
2041	people
2042	sky
2043	mountain in the back
2044	curtains
2045	bed nearest window
2046	window
2047	ceiling
2048	bed on left
2049	dark blue window curtains
2050	any white area at bottom
2051	the buildings
2052	sky
2053	blue boat
2054	sky
2055	far right plank heading into water
2056	trees
2057	white boat
2058	center of image wall of pier
2059	buildings
2060	the water
2061	water
2062	bottom right gras
2063	house
2064	big rock left
2067	sky
2069	top right
2070	ground bottom left corner
2071	dark brown tree on left
2072	any people
2073	right curtain
2074	left part of curtain
2075	bed bottom
2077	the phone
2078	the little brass attachment on the wall
2079	bed
2081	road
2082	sky
2083	the man walking
2084	white car
2085	buildings right
2086	buildings right
2087	road
2088	buildings on the right
2089	white sky top of picture
2090	buildings on the right
2091	right buildings
2092	tower in center
2093	building closest on the right
2094	building on left
2095	sidewalk left
2096	arch thing over the road
2097	right block of buildings
2099	patch of grass near guy on left
2100	light brick on the right
2101	any 1
2102	2nd pillar
2103	water in background
2104	roof on structure on right
2106	tree poking out on right
2107	the 3rd pillard from the left
2108	bag in front left
2110	walkway to the left towards light pole
2111	4th pillar
2113	black thing at bottom of screen closest to center
2114	sky
2116	flowery looking second step up on right side of water
2117	bottom eft corner
2119	bright green tree on left center
2120	sky
2121	red flower bottom left quadrant
2122	shrub right side near bottom
2123	hole in middle
2124	buildings
2126	anything green
2127	bottom right
2128	patch of ground very bottom
2129	patch of ground in the front middle
2130	the upper right corner
2131	man
2132	sky
2133	bottom right coner
2135	horse in the forground
2137	any person on couch
2138	coffee table
2139	plant on left
2141	yellow shirt
2142	picture top middle
2144	plant on right
2146	left couch bottom right
2147	white on table
2148	wall
2149	grey carpet anywhere
2150	cluster of people  on mtg
2151	chair furthest right
2152	plant thing on the coffee table
2153	bottom of center pot on table
2154	man
2155	leaves 
2156	guy
2157	human 
2158	boat
2159	boat
2160	boat
2161	red boat
2162	boat
2163	the boat
2164	lower water
2166	house
2167	lady green skirt
2168	2nd person from right
2170	trees on left side of roof
2171	man in navy jacket and khakis
2172	ground
2173	top right
2174	they are wearing a pink jacket
2175	woman on left
2177	shrub
2178	top right
2179	ground
2180	tree middle
2181	far right building
2182	tiny building left
2186	white sky
2187	people
2188	fountain
2189	two people far left
2190	space on the sides of boy
2191	blue part of sky
2192	boy on far right near bird
2193	steps on left
2194	large building in the back
2195	flag on the right
2196	yellow flag
2197	sky top left
2198	yellow/red flag
2199	left flag
2200	yellow and red flag
2201	yellow and red flag
2202	red and yellow flag
2203	middle flag
2204	red and yellow flag
2205	flag on left
2206	flag on left
2207	red and yellow flag
2209	red and yellow flag
2210	red yello flag
2211	snow middle
2213	bottom water
2214	rt sky
2215	brown mountain on left
2217	group
2218	bottom right corner
2219	green
2220	building
2221	car in zee middle
2223	sky
2224	bottom left corner
2225	sky
2226	trees
2227	building at back
2228	right trees
2229	water
2230	sky
2231	sand bottom
2235	seal front
2237	seagull right
2238	sand bottom left
2239	water bottom 
2240	car
2241	clouds
2242	people
2243	sidewalk front
2244	sky upper left
2245	top right sky
2246	leftmost player of row in black
2248	back court
2249	left guy in group in  middle
2250	left most guy in black track suit
2252	of group
2253	guy on left in white shirt
2254	in the group of five standing in a line its the one on the left
2255	bottom greenb
2256	guy in white shirt on left
2257	big building left
2258	sky
2259	hat
2260	mountain
2261	guys hat far right bottom row
2262	people
2263	lady in red's hat upper right
2264	persons hat in red
2265	left rock bottom
2267	blue sky
2268	binoculars
2269	small square of land benead tail of fish
2270	fish
2271	person on the left with striped shirt
2272	grass closest to us
2273	sky
2274	building
2275	mountain
2276	kangaroo
2277	pavement
2279	water left far left
2280	tree in center the right tree
2285	any of the green on the bottom
2286	sky
2287	ocean right
2289	left most palm tree
2290	person
2291	road far left
2293	bottom right corner
2294	mountains
2295	sky
2296	blue bag
2297	front wheel
2298	ground
2299	motercyle 
2300	bottom right corner
2301	right window
2302	window right
2303	window on right
2304	right window
2305	any person
2306	left window
2307	window on right
2308	trees
2309	people
2310	grass bottom middle
2311	weirdo in blue overalls to the left
2312	water
2313	sky
2314	anwhere on the bottom of the screen
2315	people
2316	mountains
2317	the rocks on the shore
2318	the ocean
2319	sky
2320	sky top middle
2321	trees on bottom
2322	clouds only
2324	second tree from the right
2325	sky
2326	taller palm tree in center
2327	palm tree on left cut off
2328	palm leaves to the right
2329	closest/smallest palm tree center
2330	people bottom left
2332	top tree
2333	pathway
2334	duck on right
2335	tower
2336	clouds left
2337	blue sky where no clouds or wires
2339	top right corner
2340	tree
2341	sky left
2342	sky top left
2343	tree
2344	palm tree
2345	tree
2346	trees
2347	water
2349	mans leg
2350	man face
2352	vase
2353	window treatment
2354	 hand far left
2355	blue sweater
2356	pick a person
2357	woman
2358	top right corner
2359	man
2360	face of the woman
2361	guys chest
2362	left hand
2363	people
2364	snow
2365	sky
2367	guy on right
2368	blue sweater handstand
2369	house left
2370	door left
2371	black thing that looks like a window right side
2372	the main building
2373	left window
2374	right window opening
2375	left
2376	water on right
2377	kid
2378	lake beneath wooden rail right side
2381	sky
2382	sorry! ground on left
2383	water to the left
2384	boy
2386	face
2389	water right side
2390	bushes left
2391	sky on top
2393	people
2394	moutain to the right
2395	either tree on left
2396	sky
2398	pavement lower right 
2399	gravel along train 
2400	grass on left
2401	mountains
2402	train
2403	the blue part of the sky on the top
2404	cloud
2405	far left guy
2406	beach area
2407	waves
2408	middle man
2409	guy on left
2410	farthest away strip of water
2411	guy right
2412	sky
2413	guy in orange shirt
2414	man left
2415	orange shirt
2416	left guy orange
2417	left horse
2418	green trees in top of road in middle
2419	horse on the left
