,refexp
1413,cabane
1414,petit tas moyen côté gauche
1415,chapeau
1417,le coin supérieur droit
1418,vert
1419,route pavée
1420,corps de personnes
1421,terrain devant
1422,ciel haut milieu
1424,arbre à droite
1425,enfants
1426,mur blanc
1428,armoire marron clair
1429,espèce de boîte sur le bord gauche
1430,jouet en bas à droite
1431,sur les femmes sur la tête gauche
1433,la dame à lunettes chemise blanche droite
1434,le trottoir à gauche
1435,partie droite de l'image n'importe où
1436,visage de chemise blanche
1438,les gens sur le pantalon bleu droit
1439,chemise violette visage de dame seulement
1441,chemise et jupe bleues
1442,route en bas à gauche
1443,chemise violette
1444,fille avec chapeau à droite
1445,enfant en vert
1446,gens
1447,ciel
1448,statue
1449,ciel
1450,ciel
1451,voiture
1452,montagne bleue
1453,fond de sable
1454,personne deuxième à droite
1455,personne d'extrême droite
1456,homme troisième à partir de la droite
1457,mec nous tournant le dos troisième à partir de la droite
1461,tout en bas
1462,"le ""château"" jaune"
1464,cheval blanc deuxième à gauche
1465,personne sur le deuxième cheval (en partant à gauche)
1466,(c'était son épaule gauche) cheval à droite
1467,le chemin du retour à gauche cheval
1468,l'homme le plus à gauche à cheval
1469,troisième personne de face
1470,cheval brun devant
1471,homme en chemise bleu clair
1472,la maison brune au fond
1474,cheval brun
1475,cheval brun gauche à l'arrière
1476,arbres gauches
1477,homme à cheval blanc devant
1478,saleté
1479,ciel
1480,cheval blanc à l'arrière le plus à gauche
1481,bâtiment de droite
1482,cheval à droite
1483,deuxième cheval en partant de la gauche
1484,cheval devant à gauche
1486,zone bleu clair à droite
1488,étudiants
1489,tableau côté droit
1491,la fenêtre
1492,le plafond
1493,enfant dans le coin droit
1495,mur
1496,boîtes empilées à côté du panneau à l'arrière à droite
1498,bureau de garçon devant
1499,n'importe où dans l'image sauf pour les phoques
1500,phoque à droite tête haute
1501,phoque avec la tête en haut à côté du rocher haut à gauche
1502,phoque face à nous tout droit
1503,sol droite de personne
1504,en haut à droite
1505,Montagne Rocheuse
1506,sac à dos sur le dessus de l'homme dans le pied de noir
1507,gens
1508,rideau côté gauche
1509,femme piquante
1510,personne assise
1511,homme
1512,table blanc
1513,la dame
1514,femme
1515,femme
1516,fille
1517,personne
1521,coin inférieur droit n'importe où
1522,bus à gauche
1523,ciel
1524,lampadaire à droite skyish
1525,trottoir
1527,le bâtiment
1528,voiture
1529,arbres au milieu
1530,bâtiment de droite
1531,route de gauche
1532,petite voiture blanche à gauche la plus proche du premier plan
1533,ciel en haut à gauche
1534,Le coin inférieur droit
1535,nuage blanc par signe
1536,véhicule bleu
1538,chapeau de gars
1539,homme
1540,des arbres
1541,chapeau
1542,sol en bas
1543,lit de gauche
1544,lampe
1545,rideau
1546,carrelage
1548,ouverture
1549,coin en haut à droite de la porte
1550,lit la fenêtre la plus proche
1551,mur gauche
1554,l'écran s'est figé
1555,gros rocher debout
1558,le plus en haut à droite
1559,sol
1561,homme à l'extrême droite de la photo
1563,chemise rose sur le mur
1564,les noirs portent des vêtements sur le mur
1565,banquette à gauche
1566,flèche gauche
1567,chemise rose sur le mur
1568,chemise rose sur le mur
1569,désolé je suis tombé sur cette fille cliquez sur la dame au visage de blanc plox
1570,chaise gauche
1571,chemise rose sur le mur
1572,escaliers noirs
1573,chemise sale rose sur le mur
1575,personnes à droite dame en blanc pour un
1576,manteau vert
1577,feuille de dépliant noir et blanc en haut au milieu
1578,photo en haut à gauche
1579,chemise verte sur le devant de la chaise
1580,groupe de personnes à gauche
1581,table
1583,chariot à bagages à gauche
1584,le sol
1585,escaliers
1586,ciel
1587,avion
1588,montagne
1589,homme en bas à gauche
1591,lwft de l'aile
1592,personne en bas à droite
1594,gros rocher coin droit
1595,image entière
1596,rocher en haut à gauche
1597,gros rocher en haut à droite
1598,rocher en forme de coeur
1599,partout
1600,rocher gris clair près du côté gauche gros troisième rocher vers le haut
1601,route
1602,violet foncé/gris ciel
1603,en bas à droite
1604,soleil
1605,crépuscule
1606,route
1607,herbe sur le côté gauche de la route
1608,coin supérieur droit
1609,femme
1610,colline à droite
1611,continuons ! terrain à droite
1612,ses yeux
1613,femme
1615,ciel
1618,fond de terre
1619,personne
1620,la gauche!
1621,âne
1622,sommet de la colline
1623,rocher à gauche
1624,homme
1626,rocher droit
1627,l'eau
1628,île
1629,ciel supérieur
1630,le mur blanc
1631,mur blanc
1632,partie bleue du lit
1633,mur
1634,étage en bas à droite
1635,mur
1636,espèce de lampe arrondie à l'extrême gauche de la photo
1637,mur blanc
1638,chutes
1639,en bas à gauche
1640,ciel
1641,tache de vert
1642,rocher en haut à gauche
1643,sommet des montagnes
1644,ciel du milieu
1645,partie supérieure du ciel
1647,portion de béton à l'extrême gauche
1648,devant d'enfant
1649,traverser
1650,devant de l'herbe
1651,arbre de couleur claire sous un arbre sombre à l'extrême droite
1653,Fontaine
1654,ciel
1656,arbre en haut à droite
1657,Fontaine
1658,arcade inférieure droite
1659,Le coin inférieur droit
1662,arbre vert foncé au milieu
1663,chapeau noir
1664,fille avec chemise bleue
1665,chemise à carreaux bleu
1666,fille en bleu
1667,gens
1668,arbres en arrière-plan
1669,chemise à carreaux bleu nana
1670,dame en chemise à carreaux
1671,eau à droite
1672,chemise bleue fille
1673,eau à gauche
1674,fille en bleu
1675,en haut à droite
1676,voie principale
1678,arbustes sur le bord droit de l'image
1679,le mouton à gauche
1680,église
1681,au centre du ciel bleu au milieu
1682,falaises à gauche
1683,rocher à droite
1684,rocher en haut à gauche
1685,plus de ciel
1686,montaignes à gauche à l'exclusion du plus grand pointu
1687,rochers en haut à gauche
1689,montagne en haut à gauche
1690,bas de l'image
1691,montagne
1692,ciel
1693,fenêtres de construction
1695,lama
1696,imeuble
1697,voiture
1698,ciel
1699,voiture blanche
1700,tout en bas à gauche
1701,voiture
1702,voiture
1703,voiture
1704,imeuble
1705,imeuble
1706,cathédrale
1707,bâtiment principal
1708,grand Edifice
1709,grand Edifice
1710,ciel
1711,sol en bas de la photo
1712,ciel
1713,partie bleue du ciel
1714,ciel le plus haut
1715,partie bleu ciel
1716,sol
1717,nuage directement au-dessus des montagnes
1718,ciel supérieur
1719,haut du ciel
1720,ciel
1721,n'importe qui
1723,photo
1724,trucs verts dans la fenêtre de gauche (en bas lumineux !)
1725,extrême gauche/milieu blanc
1726,lit
1728,les rideaux
1729,fenêtre de gauche
1730,étage à gauche
1731,coin supérieur gauche
1732,herbe côté gauche
1733,verre à persiennes
1734,mec à droite
1735,mur orange
1736,tiroirs de bureau
1737,arbre
1738,en haut à droite
1739,chapeau d'homme à gauche
1740,chose claire sur le bureau sous le coude de la chemise bleue
1741,Sac rouge
1742,faisceau de lumière supérieur
1745,mec à gauche
1746,les personnes
1747,l'eau la plus à gauche
1749,montagne
1750,chariot rouge
1753,toute la moitié supérieure
1754,homme et chemise jaune
1755,groupe de personnes d'extrême droite
1756,centre de table
1757,tasse femme en blanc a
1758,boire le plus juste
1759,gens
1760,chemise blanche
1762,tasse à droite
1763,verre du chic à l'extrême droite
1764,fille devant le verre
1765,tasse à droite fille
1766,boire à l'extrême droite
1767,verre à boire tenu par une femme en bas à droite
1768,la droite femme boit
1769,la zone non herbeuse
1770,chemise grise homme
1772,le gars en chemise à gauche tient le coup
1773,le coin supérieur droit
1774,bâtiment jaune
1775,bas de la rue
1777,ciel
1778,l'eau tombe à gauche
1780,cascade de droite
1781,arbre vert à gauche sur la chute d'eau
1782,Le coin inférieur droit
1783,tout en haut du ciel
1785,rechercher
1786,ciel
1787,rechercher
1788,champ vert
1789,rechercher
1790,rechercher
1791,terrain sur cour
1793,espèce de bébé croco
1794,zone au-dessus de la tête des gars
1795,l'homme
1796,sac à dos
1797,la main la plus proche de vous
1798,sol
1799,Le ciel
1800,roche plus sombre côté gauche
1801,n'importe qui
1802,seul arbuste rt
1803,ciel
1804,colline herbeuse
1805,la tache d'eau blanche à droite/au milieu
1806,immeubles
1807,Le coin inférieur droit
1809,bord latéral gauche au milieu
1810,dernier arbre à gauche
1811,arbres vert foncé tout à droite
1812,montagnes très lointaines
1813,ciel
1814,le quartier de la ville
1815,arbres au milieu
1816,fenêtre de droite
1817,livre vert en bas à droite
1818,Le coin inférieur droit
1819,fenêtre en haut à gauche
1821,personnes
1822,partie jaune du mur
1823,livre vert en bas à droite
1824,livre vert en bas à droite
1825,chapeau blanc
1826,livres
1827,le chapeau blanc
1828,siège par fille en chemise bleue
1829,table vert
1830,Le coin inférieur droit
1831,ciel en haut à gauche
1832,bateau à gauche
1833,n'importe qui
1834,rocher au milieu de l'eau
1835,des nuages
1836,l'eau
1837,le skkkyy
1838,les gens de la piscine
1839,l'eau
1840,montagne à gauche
1841,homme
1842,limite des arbres
1843,sable en bas à gauche
1844,île
1845,l'eau
1846,ciel
1847,la bouteille en bas au milieu étiquette jaune
1849,première bouteille à gauche deuxième rangée en partant du haut
1850,bouteille près du centre casquette rouge chemise blanche dame
1851,bouteille à bouchon blanc au deuxième rang
1852,bouteille violette en bas à gauche
1853,bouteille devant en bas à droite
1854,deuxième bouteille deuxième rangée supérieure
1855,deuxième rangée à partir de la bouteille supérieure à droite avec un visage de fille dessus
1856,bouteille bsx au premier rang
1857,k-1 en bas à gauche
1858,bouteille sur la rangée du bas première bouteille pleine à gauche
1859,k-13
1860,sur la bouteille du bas qui dit bsx au milieu
1861,bouteille de liquide rouge avec dessus blanc et étiquette bleue
1862,bouteille coin inférieur gauche
1863,arbre au centre à droite
1865,bâtiment blanc en haut à droite
1866,petite voiture bleue en bas à droite
1867,en haut à droite
1868,bâtiment supérieur complet à droite
1869,petite tache d'herbe verte sur le côté supérieur droit
1870,centre supérieur
1871,arbre d'extrême droite
1872,haut bâtiment blanc à droite
1874,bâtiment presque centre mort de l'image
1875,voiture bleue devant
1877,personne minuscule par des buissons à gauche
1879,voiture bleue à droite
1880,voiture droite bleue
1883,en haut de l'arbre deuxième à partir de la droite
1884,bâtiment blanc en bas à droite
1885,buisson en bas à gauche
1886,arc carré blanc à gauche
1887,le bâtiment à l'arrière en haut
1888,voiture rouge
1889,zone brunâtre au milieu du toit des maisons
1891,rue
1892,bâtiment au sommet
1893,fille en bleu
1894,enfant en rouge
1895,homme en veste verte
1896,train
1897,ciel noir
1898,sol
1899,bouteille debout à pied à droite
1900,bouteille d'eau gauche
1901,air en haut à droite
1902,casserole au sol
1904,personnes
1905,Le coin inférieur droit
1906,colline
1907,échelle
1908,couverture sous les femmes
1909,feuilles de gauche
1910,personne en bas
1911,eau gauche
1912,lol pas de soucis montagne
1913,ciel
1914,homme qui monte à l'échelle
1915,personne au-dessus de l'animal de paille
1916,deuxième enfant à droite
1917,enfant à l'extrême droite en rose
1918,bureau en bas à gauche
1919,personne d'extrême droite avec un chapeau vert
1920,deuxième enfant à partir de la droite en chemise noire avec la main vers le haut
1921,enfant de retour à droite en train de grignoter des fruits
1922,enfant au premier rang chemise bleue deuxième à partir de la droite
1923,les gens les plus à gauche
1924,briques
1925,fenêtre en haut à droite
1926,fenêtre à gauche
1927,enfant en veste bleue et jaune
1928,mec en pantalon rouge
1929,les enfants à gauche
1930,garçon au visage de pantalon rouge
1931,garçon au chapeau vert moyen
1932,animal sortant de l'eau
1933,l'eau
1934,l'eau
1935,l'eau
1936,l'eau
1937,ciel
1938,l'eau
1939,baleine
1940,arbre
1941,deuxième fenêtre en haut à gauche
1942,fenêtre en haut à gauche
1943,fenêtre en haut à gauche
1945,fenêtre en haut à gauche
1946,milieu de la rangée du bas de la fenêtre
1947,porte en bas à gauche
1949,pierre par porte
1950,centre des fenêtres en bas
1951,fenêtre en haut à gauche
1952,la gauche
1953,gazon
1954,zone de droite sur le bâtiment après l'arbre
1955,fenêtre de la rangée du milieu à gauche
1956,fenêtre rangée du milieu à droite
1957,fenêtre en haut à gauche
1958,fenêtre en haut à droite
1959,bois autour du miroir
1960,bureau à droite
1961,droite
1962,lit en bas
1963,miroiter
1964,trucs sur le placard
1965,mur à droite
1966,miroiter
1967,La vieille dame
1968,ciel
1969,couchette supérieure
1970,matelas en bas
1974,rouge
1976,table
1980,phoque gauche
1981,phoque gauche
1982,phoque noir gauche
1983,le phoque noir debout un peu
1984,phoque gauche
1985,lol phoque à gauche
1986,phoque à droite
1987,phoque noir
1988,fond de montagne
1989,femme
1991,le gars à gauche se cacher
1993,la flûte le gars à droite souffle
1994,sol
1995,casquette
1996,quel que soit le gars en noir qui tient
1997,tissu blanc en bas à gauche
1998,deux hommes
1999,mur arrière centre de la photo
2001,le mec du sac à droite porte
2002,mur coloré à droite
2003,nuage
2004,stky bleu à gauche
2005,en bas à gauche
2006,femme
2007,l'eau
2008,Trucs verts
2009,rue
2010,voiture rouge sur route
2011,arbre d'extrême droite
2012,ciel
2013,bâtiment à droite
2014,ciel
2016,l'eau
2017,ciel
2018,l'eau
2019,plante à gauche
2021,la fenêtre
2022,imeuble
2023,fenêtre au premier étage à droite
2024,fenêtre en haut à droite partielle
